tanggal,index,pm10,pm25,so2,co,o3,no2,Tavg_km,RH_avg_km,RR_km,ss_km,ff_avg_km,DDD_CAR_km
2024-06-14,530.0,52.0,66.0,18.0,25.0,23.0,33.0,29.7,75.0,9.5,1.0,2.0,1.0
2024-06-15,531.0,50.0,69.0,14.0,28.0,33.0,38.0,28.9,78.0,5.1,6.8,2.0,9.0
2024-06-16,532.0,54.0,73.0,9.0,26.0,41.0,42.0,28.2,82.0,65.6,3.0,1.0,1.0
2024-06-17,533.0,53.0,72.0,11.0,27.0,32.0,32.0,29.7,75.0,0.0,1.7,2.0,1.0
2024-06-18,534.0,63.0,98.0,13.0,24.0,33.0,30.0,29.3,77.0,0.0,6.7,2.0,1.0
2024-06-19,535.0,67.0,93.0,15.0,30.0,27.0,46.0,29.8,71.0,6.2,0.5,1.0,1.0
2024-06-20,536.0,62.0,87.0,16.0,25.0,24.0,37.0,29.7,66.0,0.0,7.0,1.0,1.0
2024-06-21,537.0,62.0,89.0,16.0,26.0,26.0,43.0,29.8,70.0,0.0,7.0,1.0,1.0
2024-06-22,538.0,63.0,90.0,15.0,25.0,30.0,41.0,29.2,72.0,0.0,6.7,1.0,1.0
2024-06-23,539.0,63.0,89.0,17.0,25.0,27.0,35.0,30.2,62.0,2.2,0.8,1.0,1.0
2024-06-24,540.0,57.0,85.0,15.0,26.0,20.0,40.0,29.9,72.0,0.0,7.0,1.0,1.0
2024-06-25,541.0,58.0,76.0,20.0,26.0,20.0,34.0,27.3,83.0,0.0,3.8,1.0,1.0
2024-06-26,542.0,51.0,65.0,13.0,30.0,23.0,29.0,29.8,75.0,24.0,2.0,1.0,1.0
2024-06-27,543.0,56.0,74.0,14.0,25.0,23.0,32.0,29.7,77.0,0.0,7.0,1.0,1.0
2024-06-28,544.0,53.0,67.0,12.0,27.0,24.0,33.0,29.6,78.0,2.5,5.5,1.0,1.0
2024-06-29,545.0,52.0,74.0,11.0,34.0,22.0,34.0,28.0,82.0,29.1,6.5,1.0,1.0
2024-06-30,546.0,41.0,58.0,10.0,24.0,23.0,33.0,29.4,76.0,3.0,0.6,2.0,1.0
2024-07-01,547.0,62.0,90.0,11.0,28.0,31.0,41.0,29.0,77.0,0.7,6.0,1.0,1.0
2024-07-02,548.0,55.0,74.0,9.0,26.0,25.0,38.0,28.5,81.0,0.6,2.5,0.0,1.0
2024-07-03,549.0,69.0,103.0,12.0,38.0,29.0,51.0,28.1,79.0,0.0,1.3,1.0,1.0
2024-07-04,550.0,58.0,78.0,9.0,36.0,26.0,52.0,27.1,84.0,2.5,5.8,1.0,1.0
2024-07-05,551.0,53.0,66.0,10.0,28.0,21.0,41.0,27.0,84.0,14.5,1.6,1.0,1.0
2024-07-06,552.0,30.0,38.0,8.0,24.0,15.0,24.0,24.8,92.0,15.3,4.2,0.0,1.0
2024-07-07,553.0,24.0,41.0,8.0,24.0,24.0,26.0,27.4,81.0,49.3,0.5,0.0,1.0
2024-07-08,554.0,31.0,53.0,11.0,23.0,24.0,30.0,29.2,77.0,21.1,2.7,1.0,1.0
2024-07-09,555.0,43.0,66.0,8.0,31.0,28.0,49.0,28.1,83.0,54.0,7.0,1.0,1.0
2024-07-10,556.0,55.0,77.0,11.0,24.0,32.0,37.0,28.7,76.0,1.6,2.0,1.0,1.0
2024-07-11,557.0,64.0,94.0,13.0,32.0,25.0,50.0,28.6,76.0,0.0,5.3,1.0,1.0
2024-07-12,558.0,60.0,86.0,11.0,26.0,35.0,43.0,28.8,67.0,0.0,6.8,2.0,1.0
2024-07-13,559.0,66.0,93.0,15.0,30.0,23.0,50.0,28.3,67.0,0.0,5.5,1.0,1.0
2024-07-14,560.0,59.0,83.0,12.0,27.0,26.0,41.0,28.0,66.0,0.0,6.5,1.0,1.0
2024-07-15,561.0,58.0,85.0,15.0,25.0,28.0,40.0,27.4,68.0,0.0,7.0,1.0,1.0
2024-07-16,562.0,58.0,92.0,13.0,27.0,28.0,49.0,28.6,66.0,0.0,7.0,1.0,1.0
2024-07-17,563.0,59.0,88.0,17.0,26.0,20.0,45.0,28.5,72.0,0.0,7.0,2.0,4.0
2024-07-18,564.0,63.0,91.0,17.0,25.0,27.0,40.0,29.5,69.0,0.0,6.5,2.0,1.0
2024-07-19,565.0,58.0,84.0,15.0,25.0,23.0,38.0,29.2,69.0,0.0,4.8,1.0,1.0
2024-07-20,566.0,60.0,84.0,17.0,24.0,24.0,38.0,28.6,67.0,0.0,4.4,2.0,1.0
2024-07-21,567.0,59.0,87.0,13.0,24.0,26.0,35.0,29.4,67.0,0.0,7.0,1.0,1.0
2024-07-22,568.0,59.0,79.0,12.0,24.0,29.0,38.0,28.7,73.0,0.0,6.0,1.0,1.0
2024-07-23,569.0,63.0,92.0,16.0,25.0,33.0,41.0,28.9,66.0,0.0,6.6,2.0,1.0
2024-07-24,570.0,75.0,99.0,23.0,27.0,27.0,44.0,29.0,70.0,0.0,6.4,1.0,1.0
2024-07-25,571.0,61.0,83.0,16.0,26.0,28.0,43.0,28.4,72.0,0.0,3.2,1.0,1.0
2024-07-26,572.0,59.0,84.0,15.0,27.0,15.0,42.0,28.9,71.0,0.0,3.6,1.0,1.0
2024-07-27,573.0,64.0,94.0,17.0,24.0,18.0,37.0,29.5,69.0,0.0,4.2,1.0,1.0
2024-07-28,574.0,64.0,102.0,16.0,24.0,29.0,33.0,29.0,72.0,0.0,6.5,1.0,1.0
2024-07-29,575.0,63.0,90.0,15.0,23.0,25.0,33.0,29.3,68.0,0.0,6.2,1.0,1.0
2024-07-30,576.0,63.0,96.0,16.0,26.0,20.0,44.0,29.3,69.0,0.0,6.5,1.0,1.0
2024-07-31,577.0,69.0,105.0,16.0,27.0,21.0,49.0,29.4,72.0,0.0,7.0,1.0,1.0
2024-08-01,578.0,68.0,103.0,13.0,28.0,26.0,44.0,28.7,77.0,0.0,7.0,2.0,1.0
2024-08-02,579.0,60.0,85.0,11.0,27.0,37.0,44.0,28.8,75.0,12.3,0.6,1.0,1.0
2024-08-03,580.0,47.0,64.0,10.0,28.0,26.0,45.0,28.6,78.0,2.6,5.4,1.0,1.0
2024-08-04,581.0,50.0,74.0,10.0,29.0,29.0,39.0,29.3,75.0,0.0,7.0,1.0,1.0
2024-08-05,582.0,53.0,78.0,10.0,26.0,23.0,37.0,28.5,74.0,5.0,7.1,2.0,1.0
2024-08-06,583.0,53.0,75.0,16.0,24.0,21.0,42.0,29.2,69.0,0.0,2.5,1.0,1.0
2024-08-07,584.0,62.0,91.0,13.0,26.0,27.0,42.0,28.9,72.0,0.0,7.0,1.0,1.0
2024-08-08,585.0,64.0,96.0,16.0,28.0,23.0,42.0,29.4,68.0,0.0,7.0,1.0,1.0
2024-08-09,586.0,61.0,91.0,15.0,25.0,19.0,33.0,29.7,70.0,0.0,2.5,1.0,1.0
2024-08-10,587.0,55.0,81.0,15.0,23.0,21.0,35.0,29.5,72.0,0.0,7.0,1.0,1.0
2024-08-11,588.0,56.0,77.0,12.0,22.0,28.0,28.0,29.1,71.0,0.0,7.2,2.0,1.0
2024-08-12,589.0,54.0,78.0,12.0,23.0,24.0,30.0,29.0,62.0,0.0,5.4,1.0,1.0
2024-08-13,590.0,62.0,93.0,19.0,26.0,25.0,44.0,29.0,61.0,0.0,5.3,1.0,1.0
2024-08-14,591.0,62.0,93.0,17.0,26.0,27.0,43.0,29.3,68.0,0.0,7.3,1.0,4.0
2024-08-15,592.0,63.0,90.0,14.0,26.0,38.0,38.0,29.2,69.0,0.0,7.3,1.0,1.0
2024-08-16,593.0,64.0,91.0,15.0,28.0,33.0,48.0,29.0,69.0,0.0,6.5,1.0,1.0
2024-08-17,594.0,65.0,92.0,15.0,25.0,31.0,44.0,29.4,69.0,0.0,4.5,1.0,1.0
2024-08-18,595.0,62.0,93.0,13.0,23.0,30.0,32.0,29.0,72.0,0.0,4.0,1.0,1.0
2024-08-19,596.0,60.0,86.0,13.0,24.0,32.0,38.0,29.1,73.0,0.0,7.2,1.0,1.0
2024-08-20,597.0,64.0,93.0,14.0,26.0,27.0,46.0,28.8,76.0,0.0,7.5,1.0,1.0
2024-08-21,598.0,67.0,96.0,17.0,27.0,27.0,47.0,29.1,74.0,0.0,6.0,1.0,2.0
2024-08-22,599.0,63.0,84.0,19.0,25.0,26.0,40.0,29.1,73.0,0.0,6.8,1.0,2.0
2024-08-23,600.0,56.0,77.0,12.0,23.0,28.0,32.0,28.8,76.0,0.0,6.0,1.0,2.0
2024-08-24,601.0,62.0,98.0,13.0,27.0,24.0,43.0,28.5,73.0,0.0,6.0,1.0,2.0
2024-08-25,602.0,66.0,90.0,13.0,25.0,28.0,37.0,28.7,68.0,0.0,7.0,1.0,2.0
2024-08-26,603.0,55.0,78.0,13.0,24.0,28.0,39.0,29.4,70.0,0.0,7.0,2.0,2.0
2024-08-27,604.0,69.0,106.0,14.0,30.0,36.0,50.0,29.1,71.0,0.0,7.4,1.0,2.0
2024-08-28,605.0,62.0,86.0,14.0,24.0,33.0,41.0,28.7,64.0,0.0,7.5,2.0,2.0
2024-08-29,606.0,65.0,98.0,14.0,26.0,41.0,42.0,30.4,65.0,0.0,7.0,1.0,2.0
2024-08-30,607.0,68.0,98.0,15.0,28.0,30.0,46.0,28.8,67.0,0.0,4.2,1.0,2.0
2024-08-31,608.0,56.0,75.0,14.0,25.0,24.0,40.0,28.6,70.0,0.0,3.5,1.0,2.0
2024-09-01,609.0,54.0,72.0,12.0,22.0,27.0,32.0,29.0,71.0,0.0,8.0,1.0,2.0
2024-09-02,610.0,52.0,70.0,10.0,22.0,35.0,36.0,30.0,74.0,0.0,7.0,0.0,2.0
2024-09-03,611.0,55.0,79.0,10.0,28.0,23.0,44.0,29.3,72.0,0.0,6.9,2.0,2.0
2024-09-04,612.0,58.0,83.0,11.0,24.0,35.0,35.0,30.1,64.0,0.0,6.2,1.0,2.0
2024-09-05,613.0,52.0,71.0,12.0,24.0,18.0,33.0,30.1,66.0,0.0,7.0,1.0,2.0
2024-09-06,614.0,56.0,86.0,14.0,26.0,20.0,40.0,30.6,67.0,0.0,6.8,1.0,2.0
2024-09-07,615.0,54.0,79.0,12.0,22.0,25.0,26.0,30.4,64.0,0.0,7.0,2.0,2.0
2024-09-08,616.0,54.0,84.0,13.0,22.0,21.0,26.0,30.1,67.0,0.0,8.0,2.0,2.0
2024-09-09,617.0,48.0,65.0,12.0,22.0,21.0,26.0,28.6,74.0,0.0,7.9,2.0,2.0
2024-09-10,618.0,51.0,70.0,10.0,33.0,19.0,43.0,28.0,80.0,22.4,6.5,1.0,2.0
2024-09-11,619.0,39.0,58.0,12.0,23.0,26.0,33.0,29.6,67.0,0.0,1.6,1.0,2.0
2024-09-12,620.0,64.0,89.0,15.0,27.0,41.0,39.0,28.9,74.0,0.0,4.1,2.0,2.0
2024-09-13,621.0,53.0,74.0,10.0,29.0,36.0,44.0,27.6,79.0,48.7,4.9,1.0,2.0
2024-09-14,622.0,57.0,85.0,11.0,25.0,42.0,41.0,28.9,66.0,0.0,5.8,1.0,2.0
2024-09-15,623.0,60.0,86.0,12.0,27.0,38.0,35.0,28.8,69.0,0.0,5.0,1.0,2.0
2024-09-16,624.0,60.0,86.0,12.0,24.0,38.0,33.0,29.0,67.0,0.0,7.9,2.0,2.0
2024-09-17,625.0,55.0,79.0,14.0,24.0,40.0,37.0,28.8,65.0,0.0,6.5,2.0,2.0
2024-09-18,626.0,52.0,76.0,16.0,24.0,36.0,34.0,28.3,67.0,0.0,5.0,2.0,2.0
2024-09-19,627.0,61.0,83.0,15.0,27.0,37.0,46.0,28.5,62.0,0.0,7.9,1.0,2.0
2024-09-20,628.0,59.0,88.0,15.0,24.0,34.0,45.0,29.1,71.0,0.0,8.0,1.0,2.0
2024-09-21,629.0,61.0,94.0,14.0,25.0,36.0,39.0,29.4,71.0,0.0,7.6,2.0,2.0
2024-09-22,630.0,66.0,101.0,15.0,23.0,35.0,33.0,29.8,76.0,0.0,8.0,1.0,2.0
2024-09-23,631.0,59.0,87.0,15.0,24.0,25.0,37.0,29.9,76.0,0.0,3.6,1.0,2.0
2024-09-24,632.0,56.0,74.0,15.0,24.0,33.0,31.0,28.0,82.0,0.0,4.5,1.0,2.0
2024-09-25,633.0,62.0,89.0,10.0,33.0,25.0,51.0,27.3,80.0,2.0,2.3,1.0,2.0
2024-09-26,634.0,57.0,71.0,10.0,29.0,22.0,48.0,27.6,81.0,44.4,6.2,1.0,2.0
2024-09-27,635.0,51.0,70.0,10.0,27.0,25.0,41.0,28.7,81.0,55.0,6.0,0.0,2.0
2024-09-28,636.0,56.0,85.0,13.0,28.0,24.0,37.0,30.6,73.0,0.0,8.0,2.0,2.0
2024-09-29,637.0,60.0,89.0,12.0,32.0,20.0,39.0,30.1,73.0,0.0,6.3,1.0,2.0
2024-09-30,638.0,51.0,70.0,13.0,25.0,15.0,40.0,30.1,71.0,0.0,7.0,1.0,2.0
2024-10-01,639.0,63.0,91.0,13.0,29.0,24.0,46.0,30.2,71.0,0.0,8.0,1.0,2.0
2024-10-02,640.0,61.0,85.0,13.0,27.0,23.0,52.0,30.5,70.0,0.0,8.0,1.0,2.0
2024-10-03,641.0,61.0,90.0,13.0,29.0,20.0,44.0,30.3,69.0,4.8,6.8,1.0,2.0
2024-10-04,642.0,59.0,82.0,16.0,26.0,21.0,40.0,30.4,69.0,0.0,2.2,1.0,2.0
2024-10-05,643.0,56.0,80.0,12.0,30.0,19.0,46.0,29.6,72.0,0.0,5.4,2.0,2.0
2024-10-06,644.0,52.0,73.0,10.0,27.0,27.0,40.0,29.7,72.0,0.0,7.5,1.0,2.0
2024-10-07,645.0,72.0,108.0,16.0,31.0,24.0,48.0,30.5,62.0,0.0,5.5,1.0,2.0
2024-10-08,646.0,55.0,76.0,16.0,25.0,21.0,40.0,30.6,64.0,0.0,8.0,1.0,2.0
2024-10-09,647.0,55.0,76.0,13.0,26.0,24.0,41.0,30.2,69.0,0.0,6.8,1.0,2.0
2024-10-10,648.0,60.0,86.0,14.0,27.0,26.0,43.0,30.9,69.0,0.0,8.0,1.0,2.0
2024-10-11,649.0,60.0,83.0,15.0,28.0,18.0,47.0,31.0,68.0,0.0,7.9,1.0,2.0
2024-10-12,650.0,58.0,77.0,16.0,24.0,22.0,34.0,30.6,70.0,0.0,8.0,1.0,2.0
2024-10-13,651.0,63.0,92.0,11.0,27.0,26.0,33.0,29.5,77.0,0.0,2.6,1.0,2.0
2024-10-14,652.0,61.0,86.0,12.0,26.0,31.0,37.0,29.6,73.0,0.0,0.4,1.0,2.0
2024-10-15,653.0,53.0,71.0,13.0,24.0,35.0,40.0,28.9,73.0,2.2,2.5,1.0,2.0
2024-10-16,654.0,69.0,94.0,15.0,30.0,33.0,48.0,30.0,72.0,0.0,3.0,1.0,2.0
2024-10-17,655.0,59.0,70.0,14.0,26.0,32.0,44.0,29.1,62.0,0.0,7.3,1.0,2.0
2024-10-18,656.0,55.0,73.0,13.0,25.0,36.0,40.0,29.4,64.0,0.0,8.0,1.0,2.0
2024-10-19,657.0,65.0,82.0,14.0,26.0,39.0,37.0,29.9,69.0,0.0,8.0,1.0,2.0
2024-10-20,658.0,61.0,82.0,14.0,36.0,20.0,34.0,31.1,60.0,0.0,8.0,2.0,2.0
2024-10-21,659.0,51.0,82.0,12.0,23.0,28.0,32.0,30.1,64.0,0.0,8.0,1.0,2.0
2024-10-22,660.0,64.0,94.0,14.0,28.0,32.0,51.0,30.3,67.0,0.0,5.7,1.0,1.0
2024-10-23,661.0,57.0,84.0,12.0,24.0,40.0,38.0,30.4,69.0,0.0,8.0,1.0,1.0
2024-10-24,662.0,52.0,78.0,10.0,23.0,34.0,35.0,29.4,74.0,46.6,6.6,1.0,1.0
2024-10-25,663.0,52.0,73.0,9.0,26.0,40.0,45.0,28.2,80.0,5.0,2.3,1.0,1.0
2024-10-26,664.0,57.0,76.0,8.0,26.0,29.0,40.0,30.2,68.0,7.6,5.0,1.0,1.0
2024-10-27,665.0,54.0,78.0,19.0,23.0,34.0,31.0,30.1,71.0,0.0,8.0,2.0,1.0
2024-10-28,666.0,60.0,83.0,10.0,26.0,37.0,36.0,30.2,67.0,0.0,8.0,1.0,1.0
2024-10-29,667.0,59.0,75.0,11.0,28.0,29.0,41.0,30.8,69.0,0.0,0.6,1.0,1.0
2024-10-30,668.0,62.0,86.0,11.0,27.0,36.0,44.0,30.9,65.0,0.0,6.5,1.0,1.0
2024-10-31,669.0,59.0,78.0,11.0,28.0,29.0,45.0,30.4,70.0,0.0,6.5,1.0,1.0
2024-11-01,670.0,62.0,87.0,11.0,28.0,33.0,47.0,30.3,68.0,0.0,6.3,1.0,1.0
2024-11-02,671.0,60.0,87.0,14.0,25.0,26.0,41.0,28.9,79.0,0.0,2.6,2.0,1.0
2024-11-03,672.0,51.0,70.0,10.0,34.0,29.0,43.0,27.7,79.0,24.5,6.2,1.0,1.0
2024-11-04,673.0,44.0,60.0,8.0,25.0,16.2,37.0,27.6,82.0,18.4,5.1,1.0,1.0
2024-11-05,674.0,40.0,65.0,12.0,28.0,75.0,45.0,28.6,78.0,0.0,2.8,2.0,1.0
2024-11-06,675.0,40.0,58.0,10.0,26.0,15.0,39.0,29.3,73.0,14.5,6.0,1.0,1.0
2024-11-07,676.0,55.0,83.0,13.0,27.0,18.0,40.0,29.5,75.0,0.0,3.5,1.0,1.0
2024-11-08,677.0,57.0,83.0,12.0,28.0,24.0,44.0,30.0,70.0,0.0,3.5,1.0,1.0
2024-11-09,678.0,67.0,99.0,16.0,32.0,20.0,46.0,29.1,76.0,0.0,5.7,1.0,1.0
2024-11-10,679.0,54.0,71.0,10.0,32.0,15.0,41.0,28.7,77.0,0.0,4.9,1.0,1.0
2024-11-11,680.0,51.0,71.0,10.0,30.0,18.0,42.0,28.6,79.0,0.0,3.3,1.0,1.0
2024-11-12,681.0,39.0,53.0,9.0,28.0,9.0,36.0,28.3,80.0,5.6,2.8,1.0,1.0
2024-11-13,682.0,53.0,74.0,8.0,31.0,7.0,33.0,29.6,74.0,1.2,2.4,1.0,1.0
2024-11-14,683.0,61.0,96.0,19.0,26.0,9.0,34.0,30.0,76.0,0.0,4.6,1.0,1.0
2024-11-15,684.0,69.0,106.0,22.0,31.0,13.0,49.0,30.0,73.0,0.0,5.0,1.0,1.0
2024-11-16,685.0,76.0,109.0,12.0,28.0,13.0,40.0,28.6,84.0,1.0,3.5,1.0,1.0
2024-11-17,686.0,76.0,115.0,11.0,38.0,14.0,47.0,29.6,78.0,7.2,1.2,1.0,1.0
2024-11-18,687.0,52.0,68.0,9.0,25.0,9.0,32.0,28.6,83.0,17.8,3.4,2.0,1.0
2024-11-19,688.0,38.0,61.0,10.0,28.0,16.0,36.0,29.2,78.0,0.0,5.8,1.0,1.0
2024-11-20,689.0,44.0,62.0,13.0,28.0,19.0,40.0,29.5,75.0,8.0,4.4,1.0,1.0
2024-11-21,690.0,46.0,64.0,16.0,26.0,16.0,36.0,29.7,75.0,0.0,4.2,1.0,1.0
2024-11-22,691.0,32.0,48.0,13.0,24.0,17.0,31.0,29.4,74.0,0.0,5.6,2.0,1.0
2024-11-23,692.0,34.0,54.0,12.0,26.0,18.0,29.0,29.0,77.0,0.0,5.5,1.0,1.0
2024-11-24,693.0,40.0,51.0,10.0,25.0,11.0,22.0,29.6,73.0,0.0,2.4,1.0,1.0
2024-11-25,694.0,31.0,44.0,14.0,24.0,14.0,27.0,30.1,72.0,0.0,3.8,2.0,1.0
2024-11-26,695.0,40.0,55.0,13.0,26.0,14.0,29.0,28.9,76.0,0.0,3.1,1.0,1.0
2024-11-27,696.0,50.0,61.0,10.0,33.0,10.0,27.0,29.0,79.0,1.6,5.5,1.0,1.0
2024-11-28,697.0,30.0,42.0,9.0,25.0,9.0,24.0,29.4,72.0,50.0,2.3,2.0,8.0
2024-11-29,698.0,29.0,32.0,10.0,23.0,8.0,21.0,29.8,67.0,0.6,2.0,2.0,1.0
2024-11-30,699.0,27.0,40.0,10.0,22.0,7.0,16.0,30.4,66.0,0.0,0.9,2.0,8.0
2024-12-01,700.0,32.0,65.0,67.0,7.0,9.0,40.0,30.4,68.0,0.6,2.5,3.0,7.0
2024-12-02,701.0,19.0,52.0,67.0,6.0,9.0,33.0,29.3,72.0,5.0,6.8,3.0,8.0
2024-12-03,702.0,19.0,31.0,67.0,4.0,12.0,15.0,27.3,79.0,26.0,1.4,2.0,1.0
2024-12-04,703.0,30.0,45.0,67.0,7.0,10.0,22.0,27.1,83.0,4.0,0.5,2.0,8.0
2024-12-05,704.0,17.0,26.0,67.0,3.0,12.0,13.0,27.7,82.0,10.4,0.0,1.0,1.0
2024-12-06,705.0,26.0,47.0,68.0,4.0,11.0,17.0,27.1,86.0,48.2,1.5,0.0,1.0
2024-12-07,706.0,66.0,103.0,69.0,27.0,12.0,98.0,27.7,87.0,17.7,0.2,0.0,1.0
2024-12-08,707.0,38.0,67.0,68.0,15.0,18.0,57.0,28.2,82.0,30.4,1.4,1.0,1.0
2024-12-09,708.0,42.0,69.0,69.0,11.0,11.0,29.0,27.5,85.0,0.0,1.5,0.0,1.0
2024-12-10,709.0,38.0,56.0,68.0,12.0,7.0,61.0,27.7,82.0,26.0,0.0,3.0,8.0
2024-12-11,710.0,14.0,26.0,68.0,3.0,11.0,15.0,29.7,71.0,1.0,0.3,1.0,1.0
2024-12-12,711.0,19.0,40.0,68.0,3.0,13.0,10.0,29.7,69.0,1.0,2.4,2.0,8.0
2024-12-13,712.0,21.0,52.0,69.0,4.0,13.0,14.0,30.1,68.0,1.5,4.0,1.0,1.0
2024-12-14,713.0,22.0,40.0,68.0,4.0,11.0,15.0,28.4,75.0,1.2,3.1,2.0,8.0
2024-12-15,714.0,18.0,40.0,68.0,6.0,10.0,21.0,28.3,78.0,11.3,0.2,1.0,1.0
2024-12-16,715.0,27.0,48.0,68.0,5.0,10.0,21.0,28.4,79.0,19.0,0.3,1.0,1.0
2024-12-17,716.0,27.0,37.0,68.0,6.0,10.0,30.0,28.3,82.0,7.0,0.5,1.0,1.0
2024-12-18,717.0,50.0,67.0,69.0,8.0,8.0,59.0,29.1,72.0,10.8,2.0,2.0,8.0
2024-12-19,718.0,18.0,35.0,68.0,5.0,8.0,27.0,28.1,82.0,1.0,4.2,1.0,1.0
2024-12-20,719.0,25.0,46.0,69.0,5.0,10.0,32.0,28.1,82.0,56.0,1.9,1.0,1.0
2024-12-21,720.0,23.0,53.0,26.0,5.0,11.0,30.0,28.1,81.0,10.0,2.6,2.0,1.0
2024-12-22,721.0,53.0,80.0,16.0,11.0,13.0,31.0,27.8,87.0,19.0,1.6,1.0,1.0
2024-12-23,722.0,52.0,78.0,12.0,15.0,11.0,45.0,26.9,93.0,44.0,2.5,1.0,1.0
2024-12-24,723.0,38.0,55.0,12.0,9.0,10.0,33.0,28.0,79.0,17.0,2.7,1.0,1.0
2024-12-25,724.0,52.0,79.0,12.0,11.0,11.0,52.0,27.9,86.0,3.0,0.6,1.0,1.0
2024-12-26,725.0,39.0,62.0,12.0,11.0,9.0,35.0,29.4,74.0,8.0,6.4,1.0,1.0
2024-12-27,726.0,53.0,83.0,12.0,10.0,11.0,36.0,29.2,78.0,7.5,1.2,2.0,1.0
2024-12-28,727.0,64.0,101.0,14.0,9.0,11.0,35.0,30.0,70.0,0.6,3.8,2.0,1.0
2024-12-29,728.0,51.0,21.0,13.0,10.0,13.0,35.0,29.7,73.0,0.0,3.0,1.0,1.0
2024-12-30,729.0,35.0,10.0,13.0,5.0,12.0,13.0,28.4,76.0,1.0,1.8,2.0,7.0
2024-12-31,730.0,29.0,11.0,6.0,13.0,10.0,18.0,28.4,76.0,2.0,2.4,2.0,8.0
