periode_data;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;critical;kategori
202305;22/05/2023;DKI3;58;76;49;16;24;12;76;PM25;SEDANG
202305;22/05/2023;DKI5;52;-;17;20;55;21;55;O3;SEDANG
202305;22/05/2023;DKI4;-;97;35;30;27;17;97;PM25;SEDANG
202305;23/05/2023;DKI1;68;96;51;10;21;35;96;PM25;SEDANG
202305;23/05/2023;DKI2;79;99;53;14;27;33;99;PM25;SEDANG
202305;23/05/2023;DKI5;61;-;20;19;46;22;61;PM10;SEDANG
202305;23/05/2023;DKI3;67;91;51;16;27;13;91;PM25;SEDANG
202305;23/05/2023;DKI4;-;115;35;33;18;21;115;PM25;TIDAK SEHAT
202305;24/05/2023;DKI1;66;101;52;11;16;38;101;PM25;TIDAK SEHAT
202305;24/05/2023;DKI2;77;99;53;10;28;25;99;PM25;SEDANG
202305;24/05/2023;DKI5;66;-;22;24;38;27;66;PM10;SEDANG
202305;24/05/2023;DKI3;86;114;52;18;22;23;114;PM25;TIDAK SEHAT
202305;24/05/2023;DKI4;-;170;38;35;17;18;170;PM25;TIDAK SEHAT
202305;25/05/2023;DKI1;64;93;52;14;25;32;93;PM25;SEDANG
202305;25/05/2023;DKI2;77;100;54;11;39;28;100;PM25;SEDANG
202305;25/05/2023;DKI5;68;-;22;23;46;25;68;PM10;SEDANG
202305;25/05/2023;DKI3;75;103;52;10;25;16;103;PM25;TIDAK SEHAT
202305;25/05/2023;DKI4;-;136;38;29;20;17;136;PM25;TIDAK SEHAT
202305;26/05/2023;DKI1;66;99;39;15;30;32;99;PM25;SEDANG
202305;26/05/2023;DKI2;78;100;55;11;34;28;100;PM25;SEDANG
202305;26/05/2023;DKI5;63;-;20;20;53;23;63;PM10;SEDANG
202305;26/05/2023;DKI3;69;88;51;7;32;13;88;PM25;SEDANG
202305;26/05/2023;DKI4;-;135;39;28;22;24;135;PM25;TIDAK SEHAT
202305;27/05/2023;DKI1;67;98;41;11;32;26;98;PM25;SEDANG
202305;27/05/2023;DKI2;73;95;53;8;36;22;95;PM25;SEDANG
202305;27/05/2023;DKI5;57;-;22;15;54;19;57;PM10;SEDANG
202305;27/05/2023;DKI3;75;101;51;8;27;13;101;PM25;TIDAK SEHAT
202305;27/05/2023;DKI4;-;139;38;23;22;12;139;PM25;TIDAK SEHAT
202305;28/05/2023;DKI1;57;89;38;10;32;29;89;PM25;SEDANG
202305;28/05/2023;DKI2;64;87;54;8;36;22;87;PM25;SEDANG
202305;28/05/2023;DKI5;53;-;19;17;60;20;60;O3;SEDANG
202305;28/05/2023;DKI3;79;100;51;6;25;16;100;PM25;SEDANG
202305;28/05/2023;DKI4;-;115;36;30;19;19;115;PM25;TIDAK SEHAT
202305;29/05/2023;DKI1;65;98;38;11;26;30;98;PM25;SEDANG
202305;29/05/2023;DKI2;72;91;51;10;35;20;91;PM25;SEDANG
202305;29/05/2023;DKI5;63;-;21;20;51;22;63;PM10;SEDANG
202305;29/05/2023;DKI3;78;38;51;11;20;19;78;PM10;SEDANG
202305;29/05/2023;DKI4;-;126;37;32;19;15;126;PM25;TIDAK SEHAT
202305;30/05/2023;DKI1;62;93;39;10;31;27;93;PM25;SEDANG
202305;30/05/2023;DKI2;74;96;51;9;38;20;96;PM25;SEDANG
202305;30/05/2023;DKI5;59;-;21;17;55;18;59;PM10;SEDANG
202305;30/05/2023;DKI3;84;39;50;3;23;18;84;PM10;SEDANG
202305;30/05/2023;DKI4;-;128;38;28;24;17;128;PM25;TIDAK SEHAT
202305;31/05/2023;DKI1;60;89;37;10;31;36;89;PM25;SEDANG
202305;31/05/2023;DKI2;74;98;54;12;36;31;98;PM25;SEDANG
202305;31/05/2023;DKI5;60;-;20;19;58;20;60;PM10;SEDANG
202305;31/05/2023;DKI3;66;37;26;31;23;21;66;PM10;SEDANG
202305;31/05/2023;DKI4;-;110;37;26;21;24;110;PM25;TIDAK SEHAT
202306;01/06/2023;DKI1;58;84;40;11;29;28;84;PM25;SEDANG
202306;01/06/2023;DKI5;54;-;21;16;51;16;54;PM10;SEDANG
202306;01/06/2023;DKI2;72;94;53;10;40;25;94;PM25;SEDANG
202306;01/06/2023;DKI3;59;74;51;7;30;12;74;PM25;SEDANG
202306;01/06/2023;DKI4;-;111;39;25;23;21;111;PM25;TIDAK SEHAT
202306;02/06/2023;DKI1;62;91;41;10;31;19;91;PM25;SEDANG
202306;02/06/2023;DKI5;56;-;23;16;53;16;56;PM10;SEDANG
202306;02/06/2023;DKI2;74;95;53;8;33;18;95;PM25;SEDANG
202306;02/06/2023;DKI3;74;99;51;8;24;14;99;PM25;SEDANG
202306;02/06/2023;DKI4;-;136;38;25;21;12;136;PM25;TIDAK SEHAT
202306;03/06/2023;DKI1;60;86;40;10;26;19;86;PM25;SEDANG
202306;03/06/2023;DKI5;56;-;22;16;49;17;56;PM10;SEDANG
202306;03/06/2023;DKI2;69;87;55;7;33;17;87;PM25;SEDANG
202306;03/06/2023;DKI3;75;101;51;4;29;13;101;PM25;TIDAK SEHAT
202306;03/06/2023;DKI4;-;116;39;21;21;15;116;PM25;TIDAK SEHAT
202306;04/06/2023;DKI1;59;89;37;10;25;22;89;PM25;SEDANG
202306;04/06/2023;DKI5;53;-;19;15;53;14;53;PM10;SEDANG
202306;04/06/2023;DKI2;67;87;51;8;36;16;87;PM25;SEDANG
202306;04/06/2023;DKI3;64;80;50;3;26;10;80;PM25;SEDANG
202306;04/06/2023;DKI4;-;117;38;24;21;13;117;PM25;TIDAK SEHAT
202306;05/06/2023;DKI1;54;75;36;12;29;24;75;PM25;SEDANG
202306;05/06/2023;DKI5;55;-;19;18;46;18;55;PM10;SEDANG
202306;05/06/2023;DKI2;61;79;53;9;34;21;79;PM25;SEDANG
202306;05/06/2023;DKI3;58;72;51;4;26;13;72;PM25;SEDANG
202306;05/06/2023;DKI4;-;105;40;22;22;13;105;PM25;TIDAK SEHAT
202306;06/06/2023;DKI1;59;76;35;12;21;27;76;PM25;SEDANG
202306;06/06/2023;DKI5;46;-;19;16;49;15;49;O3;BAIK
202306;06/06/2023;DKI2;65;83;53;11;30;27;83;PM25;SEDANG
202306;06/06/2023;DKI3;57;65;50;4;23;11;65;PM25;SEDANG
202306;06/06/2023;DKI4;-;105;37;25;14;13;105;PM25;TIDAK SEHAT
202306;07/06/2023;DKI1;54;78;38;12;20;31;78;PM25;SEDANG
202306;07/06/2023;DKI5;57;-;18;25;47;27;57;PM10;SEDANG
202306;07/06/2023;DKI2;69;86;56;17;23;35;86;PM25;SEDANG
202306;07/06/2023;DKI3;52;64;50;6;21;14;64;PM25;SEDANG
202306;07/06/2023;DKI4;-;102;37;29;18;16;102;PM25;TIDAK SEHAT
202306;08/06/2023;DKI5;51;-;21;20;38;22;51;PM10;SEDANG
202306;08/06/2023;DKI1;54;81;44;11;21;22;81;PM25;SEDANG
202306;08/06/2023;DKI2;68;87;53;8;26;20;87;PM25;SEDANG
202306;08/06/2023;DKI3;62;77;51;4;22;14;77;PM25;SEDANG
202306;08/06/2023;DKI4;-;118;39;22;15;17;118;PM25;TIDAK SEHAT
202306;09/06/2023;DKI5;50;-;23;18;34;19;50;PM10;BAIK
202306;09/06/2023;DKI1;56;75;43;13;15;23;75;PM25;SEDANG
202306;09/06/2023;DKI2;69;82;54;8;21;20;82;PM25;SEDANG
202306;09/06/2023;DKI3;65;84;51;4;21;21;84;PM25;SEDANG
202306;09/06/2023;DKI4;-;115;38;24;15;14;115;PM25;TIDAK SEHAT
202306;10/06/2023;DKI5;37;-;20;16;45;17;45;O3;BAIK
202306;10/06/2023;DKI1;48;74;38;11;31;25;74;PM25;SEDANG
202306;10/06/2023;DKI2;58;83;52;8;38;18;83;PM25;SEDANG
202306;10/06/2023;DKI3;57;72;50;3;23;10;72;PM25;SEDANG
202306;10/06/2023;DKI4;-;106;37;22;18;13;106;PM25;TIDAK SEHAT
202306;11/06/2023;DKI5;61;-;23;21;44;24;61;PM10;SEDANG
202306;11/06/2023;DKI1;63;92;42;11;32;23;92;PM25;SEDANG
202306;11/06/2023;DKI2;70;98;55;8;34;18;98;PM25;SEDANG
202306;11/06/2023;DKI3;73;97;51;5;28;15;97;PM25;SEDANG
202306;11/06/2023;DKI4;-;116;39;22;25;14;116;PM25;TIDAK SEHAT
202306;12/06/2023;DKI5;59;-;20;18;47;20;59;PM10;SEDANG
202306;12/06/2023;DKI1;60;89;38;12;23;24;89;PM25;SEDANG
202306;12/06/2023;DKI2;65;92;51;9;35;19;92;PM25;SEDANG
202306;12/06/2023;DKI3;62;-;51;5;24;12;62;PM10;SEDANG
202306;12/06/2023;DKI4;-;113;38;20;22;15;113;PM25;TIDAK SEHAT
202306;13/06/2023;DKI4;-;133;40;24;19;13;133;PM25;TIDAK SEHAT
202306;13/06/2023;DKI5;52;-;18;15;63;17;63;O3;SEDANG
202306;13/06/2023;DKI1;57;80;44;10;19;26;80;PM25;SEDANG
202306;13/06/2023;DKI2;66;84;55;7;28;18;84;PM25;SEDANG
202306;13/06/2023;DKI3;64;82;52;7;23;14;82;PM25;SEDANG
202306;14/06/2023;DKI4;-;102;37;22;15;13;102;PM25;TIDAK SEHAT
202306;14/06/2023;DKI5;50;-;18;17;67;19;67;O3;SEDANG
202306;14/06/2023;DKI1;56;81;39;11;24;26;81;PM25;SEDANG
202306;14/06/2023;DKI2;65;84;51;7;36;17;84;PM25;SEDANG
202306;14/06/2023;DKI3;68;86;52;7;25;12;86;PM25;SEDANG
202306;15/06/2023;DKI4;-;121;39;31;14;17;121;PM25;TIDAK SEHAT
202306;15/06/2023;DKI5;54;-;18;24;54;23;54;PM10;SEDANG
202306;15/06/2023;DKI1;60;92;40;11;20;32;92;PM25;SEDANG
202306;15/06/2023;DKI2;70;97;57;11;28;30;97;PM25;SEDANG
202306;15/06/2023;DKI3;61;78;52;10;20;18;78;PM25;SEDANG
202306;16/06/2023;DKI4;-;108;37;24;14;15;108;PM25;TIDAK SEHAT
202306;16/06/2023;DKI5;41;-;18;15;61;19;61;O3;SEDANG
202306;16/06/2023;DKI1;56;75;36;11;28;25;75;PM25;SEDANG
202306;16/06/2023;DKI2;-;83;52;8;28;23;83;PM25;SEDANG
202306;16/06/2023;DKI3;70;87;52;6;16;15;87;PM25;SEDANG
202306;17/06/2023;DKI4;-;84;39;27;10;17;84;PM25;SEDANG
202306;17/06/2023;DKI5;49;-;20;21;53;22;53;O3;SEDANG
202306;17/06/2023;DKI1;57;85;46;13;23;28;85;PM25;SEDANG
202306;17/06/2023;DKI2;59;73;52;14;21;31;73;PM25;SEDANG
202306;17/06/2023;DKI3;55;69;52;6;15;16;69;PM25;SEDANG
202306;18/06/2023;DKI4;-;112;37;39;12;15;112;PM25;TIDAK SEHAT
202306;18/06/2023;DKI5;51;-;19;23;57;24;57;O3;SEDANG
202306;18/06/2023;DKI1;58;87;44;10;21;27;87;PM25;SEDANG
202306;18/06/2023;DKI2;76;93;63;14;23;31;93;PM25;SEDANG
202306;18/06/2023;DKI3;71;97;53;16;20;20;97;PM25;SEDANG
202306;19/06/2023;DKI4;-;83;36;22;13;14;83;PM25;SEDANG
202306;19/06/2023;DKI5;28;-;18;13;67;13;67;O3;SEDANG
202306;19/06/2023;DKI1;42;64;36;11;31;25;64;PM25;SEDANG
202306;19/06/2023;DKI2;59;67;51;9;28;20;67;PM25;SEDANG
202306;19/06/2023;DKI3;52;62;52;8;20;10;62;PM25;SEDANG
202306;20/06/2023;DKI4;-;102;38;36;11;15;102;PM25;TIDAK SEHAT
202306;20/06/2023;DKI5;48;-;19;22;52;21;52;O3;SEDANG
202306;20/06/2023;DKI1;56;75;41;14;25;28;75;PM25;SEDANG
202306;20/06/2023;DKI2;61;72;53;16;20;28;72;PM25;SEDANG
202306;20/06/2023;DKI3;53;62;53;18;16;23;62;PM25;SEDANG
202306;21/06/2023;DKI4;-;108;39;22;20;16;108;PM25;TIDAK SEHAT
202306;21/06/2023;DKI5;47;-;19;13;65;17;65;O3;SEDANG
202306;21/06/2023;DKI1;55;87;41;10;36;26;87;PM25;SEDANG
202306;21/06/2023;DKI2;65;88;54;7;34;22;88;PM25;SEDANG
202306;21/06/2023;DKI3;63;83;52;11;25;11;83;PM25;SEDANG
202306;22/06/2023;DKI4;-;119;37;40;16;22;119;PM25;TIDAK SEHAT
202306;22/06/2023;DKI5;62;-;18;22;70;29;70;O3;SEDANG
202306;22/06/2023;DKI1;63;98;37;13;33;35;98;PM25;SEDANG
202306;22/06/2023;DKI2;73;92;52;10;35;25;92;PM25;SEDANG
202306;22/06/2023;DKI3;75;99;53;16;22;14;99;PM25;SEDANG
202306;23/06/2023;DKI4;-;98;38;21;17;14;98;PM25;SEDANG
202306;23/06/2023;DKI5;47;-;19;15;64;18;64;O3;SEDANG
202306;23/06/2023;DKI1;55;78;39;10;28;24;78;PM25;SEDANG
202306;23/06/2023;DKI2;67;86;54;8;27;18;86;PM25;SEDANG
202306;23/06/2023;DKI3;59;76;53;10;24;11;76;PM25;SEDANG
202306;24/06/2023;DKI4;-;92;38;21;25;14;92;PM25;SEDANG
202306;24/06/2023;DKI5;44;-;19;14;71;20;71;O3;SEDANG
202306;24/06/2023;DKI1;51;74;37;10;34;29;74;PM25;SEDANG
202306;24/06/2023;DKI2;59;75;52;7;38;20;75;PM25;SEDANG
202306;24/06/2023;DKI3;62;74;54;11;25;15;74;PM25;SEDANG
202306;25/06/2023;DKI4;-;104;38;25;20;19;104;PM25;TIDAK SEHAT
202306;25/06/2023;DKI5;49;-;19;14;77;14;77;O3;SEDANG
202306;25/06/2023;DKI1;55;83;36;10;39;24;83;PM25;SEDANG
202306;25/06/2023;DKI2;61;80;50;8;37;19;80;PM25;SEDANG
202306;25/06/2023;DKI3;65;80;53;12;29;14;80;PM25;SEDANG
202306;26/06/2023;DKI4;-;93;38;24;23;17;93;PM25;SEDANG
202306;26/06/2023;DKI5;52;-;19;19;64;20;64;O3;SEDANG
202306;26/06/2023;DKI1;54;77;37;12;33;29;77;PM25;SEDANG
202306;26/06/2023;DKI2;59;74;51;10;33;25;74;PM25;SEDANG
202306;26/06/2023;DKI3;55;64;53;15;25;13;64;PM25;SEDANG
202306;27/06/2023;DKI4;-;113;39;27;23;17;113;PM25;TIDAK SEHAT
202306;27/06/2023;DKI5;55;-;20;15;58;19;58;O3;SEDANG
202306;27/06/2023;DKI1;64;94;42;11;28;30;94;PM25;SEDANG
202306;27/06/2023;DKI2;75;96;55;10;38;30;96;PM25;SEDANG
202306;27/06/2023;DKI3;58;71;53;11;26;11;71;PM25;SEDANG
202306;28/06/2023;DKI4;-;84;39;19;22;14;84;PM25;SEDANG
202306;28/06/2023;DKI5;39;-;20;14;52;19;52;O3;SEDANG
202306;28/06/2023;DKI1;43;67;38;11;25;25;67;PM25;SEDANG
202306;28/06/2023;DKI2;56;67;54;8;26;24;67;PM25;SEDANG
202306;28/06/2023;DKI3;44;57;53;10;24;13;57;PM25;SEDANG
202306;29/06/2023;DKI4;-;64;38;16;18;10;64;PM25;SEDANG
202306;29/06/2023;DKI5;19;-;20;12;54;10;54;O3;SEDANG
202306;29/06/2023;DKI1;36;56;37;9;24;16;56;PM25;SEDANG
202306;29/06/2023;DKI2;40;55;51;5;33;14;55;PM25;SEDANG
202306;29/06/2023;DKI3;37;37;52;7;22;8;52;SO2;SEDANG
202306;30/06/2023;DKI4;-;77;39;17;21;11;77;PM25;SEDANG
202306;30/06/2023;DKI5;39;-;20;13;68;10;68;O3;SEDANG
202306;30/06/2023;DKI1;38;65;36;10;28;18;65;PM25;SEDANG
202306;30/06/2023;DKI2;48;62;52;6;32;15;62;PM25;SEDANG
202306;30/06/2023;DKI3;41;36;52;6;29;7;52;SO2;SEDANG
202307;01/07/2023;DKI1;55;83;38;12;20;28;83;PM25;SEDANG
202307;01/07/2023;DKI2;62;76;51;11;34;26;76;PM25;SEDANG
202307;01/07/2023;DKI3;61;79;53;9;21;13;79;PM25;SEDANG
202307;01/07/2023;DKI4;-;98;38;27;17;18;98;PM25;SEDANG
202307;01/07/2023;DKI5;54;-;19;18;61;18;61;O3;SEDANG
202307;02/07/2023;DKI1;55;83;37;11;26;27;83;PM25;SEDANG
202307;02/07/2023;DKI2;64;79;51;13;36;30;79;PM25;SEDANG
202307;02/07/2023;DKI3;62;79;52;10;24;11;79;PM25;SEDANG
202307;02/07/2023;DKI4;-;79;37;27;18;14;79;PM25;SEDANG
202307;02/07/2023;DKI5;44;-;20;18;56;20;56;O3;SEDANG
202307;03/07/2023;DKI1;55;81;40;10;24;28;81;PM25;SEDANG
202307;03/07/2023;DKI2;61;78;51;8;34;19;78;PM25;SEDANG
202307;03/07/2023;DKI3;57;75;53;8;29;12;75;PM25;SEDANG
202307;03/07/2023;DKI4;-;97;39;21;23;13;97;PM25;SEDANG
202307;03/07/2023;DKI5;47;-;20;16;68;17;68;O3;SEDANG
202307;04/07/2023;DKI1;53;76;38;12;25;31;76;PM25;SEDANG
202307;04/07/2023;DKI2;58;73;50;9;36;22;73;PM25;SEDANG
202307;04/07/2023;DKI3;62;73;52;9;25;13;73;PM25;SEDANG
202307;04/07/2023;DKI4;-;88;39;22;23;17;88;PM25;SEDANG
202307;04/07/2023;DKI5;51;-;20;15;60;17;60;O3;SEDANG
202307;05/07/2023;DKI1;62;95;43;11;23;35;95;PM25;SEDANG
202307;05/07/2023;DKI2;82;105;55;12;37;26;105;PM25;TIDAK SEHAT
202307;05/07/2023;DKI3;-;-;-;-;-;-;0;;TIDAK ADA DATA
202307;05/07/2023;DKI4;-;119;39;31;22;16;119;PM25;TIDAK SEHAT
202307;05/07/2023;DKI5;52;-;23;17;56;20;56;O3;SEDANG
202307;06/07/2023;DKI1;66;101;39;11;22;35;101;PM25;TIDAK SEHAT
202307;06/07/2023;DKI2;73;87;51;13;28;36;87;PM25;SEDANG
202307;06/07/2023;DKI3;76;107;52;12;28;16;107;PM25;TIDAK SEHAT
202307;06/07/2023;DKI4;-;113;38;38;12;24;113;PM25;TIDAK SEHAT
202307;06/07/2023;DKI5;50;-;21;18;67;22;67;O3;SEDANG
202307;07/07/2023;DKI1;65;97;45;11;32;35;97;PM25;SEDANG
202307;07/07/2023;DKI2;69;86;57;12;22;38;86;PM25;SEDANG
202307;07/07/2023;DKI3;78;97;53;6;21;13;97;PM25;SEDANG
202307;07/07/2023;DKI4;-;107;39;33;12;21;107;PM25;TIDAK SEHAT
202307;07/07/2023;DKI5;57;-;21;19;63;23;63;O3;SEDANG
202307;08/07/2023;DKI1;54;69;38;11;21;29;69;PM25;SEDANG
202307;08/07/2023;DKI2;60;70;53;15;23;33;70;PM25;SEDANG
202307;08/07/2023;DKI3;59;66;52;10;19;17;66;PM25;SEDANG
202307;08/07/2023;DKI4;-;98;39;34;15;18;98;PM25;SEDANG
202307;08/07/2023;DKI5;47;-;21;22;58;25;58;O3;SEDANG
202307;09/07/2023;DKI1;42;67;38;12;15;23;67;PM25;SEDANG
202307;09/07/2023;DKI2;60;69;53;12;21;23;69;PM25;SEDANG
202307;09/07/2023;DKI3;47;57;52;9;15;13;57;PM25;SEDANG
202307;09/07/2023;DKI4;-;92;38;30;13;11;92;PM25;SEDANG
202307;09/07/2023;DKI5;45;-;21;20;56;21;56;O3;SEDANG
202307;10/07/2023;DKI1;42;62;40;10;17;17;62;PM25;SEDANG
202307;10/07/2023;DKI2;54;67;52;6;27;16;67;PM25;SEDANG
202307;10/07/2023;DKI3;54;67;53;5;20;10;67;PM25;SEDANG
202307;10/07/2023;DKI4;-;84;39;18;16;12;84;PM25;SEDANG
202307;10/07/2023;DKI5;30;-;23;13;48;13;48;O3;BAIK
202307;11/07/2023;DKI1;52;73;42;11;13;27;73;PM25;SEDANG
202307;11/07/2023;DKI2;69;83;58;9;23;22;83;PM25;SEDANG
202307;11/07/2023;DKI3;65;81;54;10;22;16;81;PM25;SEDANG
202307;11/07/2023;DKI4;-;151;40;29;14;18;151;PM25;TIDAK SEHAT
202307;11/07/2023;DKI5;42;-;23;18;48;19;48;O3;BAIK
202307;12/07/2023;DKI1;57;89;40;12;25;32;89;PM25;SEDANG
202307;12/07/2023;DKI2;70;91;53;9;43;23;91;PM25;SEDANG
202307;12/07/2023;DKI3;67;88;53;9;27;14;88;PM25;SEDANG
202307;12/07/2023;DKI4;-;136;40;29;20;15;136;PM25;TIDAK SEHAT
202307;12/07/2023;DKI5;29;-;20;17;74;17;74;O3;SEDANG
202307;13/07/2023;DKI1;63;92;40;12;36;33;92;PM25;SEDANG
202307;13/07/2023;DKI2;75;91;55;10;41;28;91;PM25;SEDANG
202307;13/07/2023;DKI3;65;79;52;5;37;10;79;PM25;SEDANG
202307;13/07/2023;DKI4;-;120;42;23;29;21;120;PM25;TIDAK SEHAT
202307;13/07/2023;DKI5;40;-;21;15;73;14;73;O3;SEDANG
202307;14/07/2023;DKI1;59;90;39;12;36;35;90;PM25;SEDANG
202307;14/07/2023;DKI2;68;84;51;9;50;22;84;PM25;SEDANG
202307;14/07/2023;DKI3;65;78;53;7;30;11;78;PM25;SEDANG
202307;14/07/2023;DKI4;-;104;42;21;32;21;104;PM25;TIDAK SEHAT
202307;14/07/2023;DKI5;44;-;22;16;65;14;65;O3;SEDANG
202307;15/07/2023;DKI1;56;82;40;11;21;28;82;PM25;SEDANG
202307;15/07/2023;DKI2;67;79;52;10;38;26;79;PM25;SEDANG
202307;15/07/2023;DKI3;54;63;53;6;25;9;63;PM25;SEDANG
202307;15/07/2023;DKI4;-;90;42;20;23;19;90;PM25;SEDANG
202307;15/07/2023;DKI5;42;-;22;15;54;16;54;O3;SEDANG
202307;16/07/2023;DKI1;55;82;41;11;21;25;82;PM25;SEDANG
202307;16/07/2023;DKI2;63;76;53;8;33;19;76;PM25;SEDANG
202307;16/07/2023;DKI3;56;65;53;6;22;9;65;PM25;SEDANG
202307;16/07/2023;DKI4;-;101;41;21;23;17;101;PM25;TIDAK SEHAT
202307;16/07/2023;DKI5;30;-;22;15;53;15;53;O3;SEDANG
202307;17/07/2023;DKI1;52;76;38;12;24;22;76;PM25;SEDANG
202307;17/07/2023;DKI2;57;69;52;8;31;19;69;PM25;SEDANG
202307;17/07/2023;DKI3;53;68;53;6;30;9;68;PM25;SEDANG
202307;17/07/2023;DKI4;-;97;41;19;24;16;97;PM25;SEDANG
202307;17/07/2023;DKI5;47;-;22;15;56;15;56;O3;SEDANG
202307;18/07/2023;DKI1;60;87;40;11;21;24;87;PM25;SEDANG
202307;18/07/2023;DKI2;74;93;55;8;28;21;93;PM25;SEDANG
202307;18/07/2023;DKI3;70;85;54;7;26;12;85;PM25;SEDANG
202307;18/07/2023;DKI4;-;114;-;21;23;16;114;PM25;TIDAK SEHAT
202307;18/07/2023;DKI5;55;-;25;16;45;18;55;PM10;SEDANG
202307;19/07/2023;DKI1;56;84;39;11;23;22;84;PM25;SEDANG
202307;19/07/2023;DKI2;69;83;55;8;29;23;83;PM25;SEDANG
202307;19/07/2023;DKI3;64;77;53;6;26;10;77;PM25;SEDANG
202307;19/07/2023;DKI4;-;130;-;22;22;15;130;PM25;TIDAK SEHAT
202307;19/07/2023;DKI5;62;-;24;17;38;18;62;PM10;SEDANG
202307;20/07/2023;DKI1;52;80;39;14;27;25;80;PM25;SEDANG
202307;20/07/2023;DKI2;62;76;54;9;38;24;76;PM25;SEDANG
202307;20/07/2023;DKI4;-;110;-;21;30;15;110;PM25;TIDAK SEHAT
202307;20/07/2023;DKI5;51;-;25;18;44;18;51;PM10;SEDANG
202307;20/07/2023;DKI3;59;70;52;7;31;9;70;PM25;SEDANG
202307;21/07/2023;DKI1;62;94;41;16;24;38;94;PM25;SEDANG
202307;21/07/2023;DKI2;67;78;54;10;37;31;78;PM25;SEDANG
202307;21/07/2023;DKI3;72;91;54;10;32;16;91;PM25;SEDANG
202307;21/07/2023;DKI4;-;112;28;24;32;20;112;PM25;TIDAK SEHAT
202307;21/07/2023;DKI5;56;-;26;19;42;25;56;PM10;SEDANG
202307;22/07/2023;DKI1;74;114;42;13;30;35;114;PM25;TIDAK SEHAT
202307;22/07/2023;DKI2;80;99;55;10;39;27;99;PM25;SEDANG
202307;22/07/2023;DKI3;86;108;54;10;36;13;108;PM25;TIDAK SEHAT
202307;22/07/2023;DKI4;-;125;29;24;33;20;125;PM25;TIDAK SEHAT
202307;22/07/2023;DKI5;67;-;25;20;63;22;67;PM10;SEDANG
202307;23/07/2023;DKI1;58;84;41;12;23;25;84;PM25;SEDANG
202307;23/07/2023;DKI2;64;75;54;6;33;17;75;PM25;SEDANG
202307;23/07/2023;DKI3;72;85;53;8;24;15;85;PM25;SEDANG
202307;23/07/2023;DKI4;-;146;27;23;22;13;146;PM25;TIDAK SEHAT
202307;23/07/2023;DKI5;47;-;26;18;43;19;47;PM10;BAIK
202307;24/07/2023;DKI1;57;77;38;11;33;23;77;PM25;SEDANG
202307;24/07/2023;DKI2;67;77;55;6;37;18;77;PM25;SEDANG
202307;24/07/2023;DKI3;72;84;53;7;27;10;84;PM25;SEDANG
202307;24/07/2023;DKI4;-;104;25;19;22;12;104;PM25;TIDAK SEHAT
202307;24/07/2023;DKI5;47;-;21;15;74;14;74;O3;SEDANG
202307;25/07/2023;DKI1;63;97;42;11;36;34;97;PM25;SEDANG
202307;25/07/2023;DKI2;73;91;56;11;30;38;91;PM25;SEDANG
202307;25/07/2023;DKI3;76;96;54;5;23;15;96;PM25;SEDANG
202307;25/07/2023;DKI4;-;117;26;27;19;19;117;PM25;TIDAK SEHAT
202307;25/07/2023;DKI5;57;-;26;18;59;21;59;O3;SEDANG
202307;26/07/2023;DKI1;63;92;38;11;25;33;92;PM25;SEDANG
202307;26/07/2023;DKI2;70;88;57;8;39;24;88;PM25;SEDANG
202307;26/07/2023;DKI3;75;83;53;7;25;13;83;PM25;SEDANG
202307;26/07/2023;DKI4;-;124;26;24;28;18;124;PM25;TIDAK SEHAT
202307;26/07/2023;DKI5;58;-;23;17;63;19;63;O3;SEDANG
202307;27/07/2023;DKI1;71;109;41;13;26;43;109;PM25;TIDAK SEHAT
202307;27/07/2023;DKI2;85;112;55;14;36;33;112;PM25;TIDAK SEHAT
202307;27/07/2023;DKI3;84;100;53;7;28;21;100;PM25;SEDANG
202307;27/07/2023;DKI4;-;129;26;34;25;24;129;PM25;TIDAK SEHAT
202307;27/07/2023;DKI5;59;-;24;20;61;28;61;O3;SEDANG
202307;28/07/2023;DKI1;67;94;44;11;24;32;94;PM25;SEDANG
202307;28/07/2023;DKI2;81;93;56;10;26;25;93;PM25;SEDANG
202307;28/07/2023;DKI3;82;95;53;6;31;18;95;PM25;SEDANG
202307;28/07/2023;DKI4;-;129;28;31;23;21;129;PM25;TIDAK SEHAT
202307;28/07/2023;DKI5;54;-;26;22;48;24;54;PM10;SEDANG
202307;29/07/2023;DKI1;63;93;42;11;27;27;93;PM25;SEDANG
202307;29/07/2023;DKI2;79;98;57;9;32;27;98;PM25;SEDANG
202307;29/07/2023;DKI3;65;42;53;7;27;13;65;PM10;SEDANG
202307;29/07/2023;DKI4;-;117;27;21;26;17;117;PM25;TIDAK SEHAT
202307;29/07/2023;DKI5;41;-;26;17;50;18;50;O3;BAIK
202307;30/07/2023;DKI1;62;93;42;11;32;20;93;PM25;SEDANG
202307;30/07/2023;DKI2;78;94;56;8;36;18;94;PM25;SEDANG
202307;30/07/2023;DKI3;71;42;53;8;28;12;71;PM10;SEDANG
202307;30/07/2023;DKI4;-;129;27;22;26;13;129;PM25;TIDAK SEHAT
202307;30/07/2023;DKI5;44;-;26;16;53;15;53;O3;SEDANG
202307;31/07/2023;DKI1;60;83;39;12;26;20;83;PM25;SEDANG
202307;31/07/2023;DKI2;71;82;55;8;33;16;82;PM25;SEDANG
