periode_data;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;critical;kategori
202310;08/10/2023;DKI5;-;79;30;18;55;18;79;PM25;SEDANG
202310;09/10/2023;DKI3;56;71;54;6;25;2;71;PM25;SEDANG
202310;09/10/2023;DKI4;80;122;28;17;20;11;122;PM25;TIDAK SEHAT
202310;09/10/2023;DKI1;58;85;48;5;25;23;85;PM25;SEDANG
202310;09/10/2023;DKI2;62;88;21;6;31;18;88;PM25;SEDANG
202310;09/10/2023;DKI5;-;81;29;18;47;16;81;PM25;SEDANG
202310;10/10/2023;DKI3;55;66;55;5;27;1;66;PM25;SEDANG
202310;10/10/2023;DKI4;88;121;30;16;18;10;121;PM25;TIDAK SEHAT
202310;10/10/2023;DKI1;59;78;50;5;36;26;78;PM25;SEDANG
202310;10/10/2023;DKI2;63;79;20;4;33;11;79;PM25;SEDANG
202310;10/10/2023;DKI5;-;61;31;14;49;17;61;PM25;SEDANG
202310;11/10/2023;DKI3;63;76;54;4;25;3;76;PM25;SEDANG
202310;11/10/2023;DKI4;75;106;31;18;19;14;106;PM25;TIDAK SEHAT
202310;11/10/2023;DKI1;53;74;48;4;31;26;74;PM25;SEDANG
202310;11/10/2023;DKI2;59;75;19;4;32;12;75;PM25;SEDANG
202310;11/10/2023;DKI5;-;63;29;15;52;15;63;PM25;SEDANG
202310;12/10/2023;DKI3;-;80;54;4;25;5;80;PM25;SEDANG
202310;12/10/2023;DKI4;82;123;30;22;23;15;123;PM25;TIDAK SEHAT
202310;12/10/2023;DKI1;62;93;47;4;34;33;93;PM25;SEDANG
202310;12/10/2023;DKI2;69;93;21;6;41;17;93;PM25;SEDANG
202310;12/10/2023;DKI5;59;75;28;17;58;16;75;PM25;SEDANG
202310;13/10/2023;DKI3;67;93;54;5;32;2;93;PM25;SEDANG
202310;13/10/2023;DKI4;82;121;29;19;29;12;121;PM25;TIDAK SEHAT
202310;13/10/2023;DKI1;63;89;47;3;41;26;89;PM25;SEDANG
202310;13/10/2023;DKI2;69;90;21;5;44;13;90;PM25;SEDANG
202310;13/10/2023;DKI5;59;75;29;15;69;14;75;PM25;SEDANG
202310;14/10/2023;DKI3;59;78;54;5;34;3;78;PM25;SEDANG
202310;14/10/2023;DKI4;78;110;29;20;24;17;110;PM25;TIDAK SEHAT
202310;14/10/2023;DKI1;65;102;47;-;24;32;102;PM25;TIDAK SEHAT
202310;14/10/2023;DKI2;70;95;20;8;37;23;95;PM25;SEDANG
202310;14/10/2023;DKI5;59;77;29;17;55;16;77;PM25;SEDANG
202310;15/10/2023;DKI3;57;72;54;6;28;2;72;PM25;SEDANG
202310;15/10/2023;DKI4;79;117;29;20;20;14;117;PM25;TIDAK SEHAT
202310;15/10/2023;DKI1;62;98;48;-;25;22;98;PM25;SEDANG
202310;15/10/2023;DKI2;64;83;21;6;37;14;83;PM25;SEDANG
202310;15/10/2023;DKI5;56;67;29;16;48;15;67;PM25;SEDANG
202310;16/10/2023;DKI3;59;78;55;7;27;3;78;PM25;SEDANG
202310;16/10/2023;DKI4;82;122;30;20;22;16;122;PM25;TIDAK SEHAT
202310;16/10/2023;DKI1;59;96;50;-;31;24;96;PM25;SEDANG
202310;16/10/2023;DKI2;65;86;23;7;38;19;86;PM25;SEDANG
202310;16/10/2023;DKI5;54;70;30;16;56;16;70;PM25;SEDANG
202310;17/10/2023;DKI2;69;89;21;6;42;18;89;PM25;SEDANG
202310;17/10/2023;DKI3;72;91;55;5;30;2;91;PM25;SEDANG
202310;17/10/2023;DKI1;61;93;49;-;43;25;93;PM25;SEDANG
202310;17/10/2023;DKI4;81;129;29;18;24;14;129;PM25;TIDAK SEHAT
202310;17/10/2023;DKI5;69;87;30;18;59;18;87;PM25;SEDANG
202310;18/10/2023;DKI2;75;104;22;9;41;26;104;PM25;TIDAK SEHAT
202310;18/10/2023;DKI3;70;94;55;8;31;4;94;PM25;SEDANG
202310;18/10/2023;DKI1;64;108;50;9;29;34;108;PM25;TIDAK SEHAT
202310;18/10/2023;DKI4;88;122;29;25;24;21;122;PM25;TIDAK SEHAT
202310;18/10/2023;DKI5;65;85;30;19;57;20;85;PM25;SEDANG
202310;19/10/2023;DKI2;73;91;23;6;38;20;91;PM25;SEDANG
202310;19/10/2023;DKI3;63;77;55;7;32;3;77;PM25;SEDANG
202310;19/10/2023;DKI1;65;93;51;9;25;30;93;PM25;SEDANG
202310;19/10/2023;DKI4;82;116;30;19;23;14;116;PM25;TIDAK SEHAT
202310;19/10/2023;DKI5;59;69;32;16;56;16;69;PM25;SEDANG
202310;20/10/2023;DKI2;62;81;23;6;31;20;81;PM25;SEDANG
202310;20/10/2023;DKI3;56;73;55;6;31;2;73;PM25;SEDANG
202310;20/10/2023;DKI1;62;78;50;6;29;23;78;PM25;SEDANG
202310;20/10/2023;DKI4;75;106;29;16;23;10;106;PM25;TIDAK SEHAT
202310;20/10/2023;DKI5;45;58;31;14;56;14;58;PM25;SEDANG
202310;21/10/2023;DKI2;67;89;21;10;28;28;89;PM25;SEDANG
202310;21/10/2023;DKI3;64;80;55;5;28;4;80;PM25;SEDANG
202310;21/10/2023;DKI1;63;88;49;6;24;33;88;PM25;SEDANG
202310;21/10/2023;DKI4;77;109;30;24;19;21;109;PM25;TIDAK SEHAT
202310;21/10/2023;DKI5;62;74;30;22;48;22;74;PM25;SEDANG
202310;22/10/2023;DKI2;60;78;20;7;32;16;78;PM25;SEDANG
202310;22/10/2023;DKI3;62;84;55;5;37;3;84;PM25;SEDANG
202310;22/10/2023;DKI1;60;91;47;4;37;25;91;PM25;SEDANG
202310;22/10/2023;DKI4;77;114;29;26;23;20;114;PM25;TIDAK SEHAT
202310;22/10/2023;DKI5;62;76;30;19;62;16;76;PM25;SEDANG
202310;23/10/2023;DKI2;64;85;21;7;31;20;85;PM25;SEDANG
202310;23/10/2023;DKI3;70;86;55;7;33;3;86;PM25;SEDANG
202310;23/10/2023;DKI1;62;86;48;6;37;27;86;PM25;SEDANG
202310;23/10/2023;DKI4;86;133;29;20;22;16;133;PM25;TIDAK SEHAT
202310;23/10/2023;DKI5;62;73;30;17;66;15;73;PM25;SEDANG
202310;24/10/2023;DKI2;66;90;23;8;30;26;90;PM25;SEDANG
202310;24/10/2023;DKI3;65;89;55;8;34;4;89;PM25;SEDANG
202310;24/10/2023;DKI1;63;96;47;5;21;35;96;PM25;SEDANG
202310;24/10/2023;DKI4;75;107;29;20;27;17;107;PM25;TIDAK SEHAT
202310;24/10/2023;DKI5;64;80;31;20;49;22;80;PM25;SEDANG
202310;25/10/2023;DKI2;64;85;22;8;37;28;85;PM25;SEDANG
202310;25/10/2023;DKI3;59;69;56;4;36;3;69;PM25;SEDANG
202310;25/10/2023;DKI1;58;81;44;5;31;32;81;PM25;SEDANG
202310;25/10/2023;DKI4;61;103;28;20;34;17;103;PM25;TIDAK SEHAT
202310;25/10/2023;DKI5;56;67;30;19;61;22;67;PM25;SEDANG
202310;26/10/2023;DKI2;78;106;28;13;35;40;106;PM25;TIDAK SEHAT
202310;26/10/2023;DKI3;63;78;55;4;32;3;78;PM25;SEDANG
202310;26/10/2023;DKI1;65;99;46;8;31;37;99;PM25;SEDANG
202310;26/10/2023;DKI4;82;114;30;29;26;22;114;PM25;TIDAK SEHAT
202310;26/10/2023;DKI5;67;83;31;25;57;28;83;PM25;SEDANG
202310;27/10/2023;DKI2;82;109;24;12;39;33;109;PM25;TIDAK SEHAT
202310;27/10/2023;DKI3;63;79;55;5;36;2;79;PM25;SEDANG
202310;27/10/2023;DKI1;67;102;47;8;29;36;102;PM25;TIDAK SEHAT
202310;27/10/2023;DKI4;83;116;30;27;27;23;116;PM25;TIDAK SEHAT
202310;27/10/2023;DKI5;65;82;29;20;55;21;82;PM25;SEDANG
202310;28/10/2023;DKI2;72;93;20;9;39;26;93;PM25;SEDANG
202310;28/10/2023;DKI3;67;81;54;5;31;2;81;PM25;SEDANG
202310;28/10/2023;DKI1;66;97;47;6;34;36;97;PM25;SEDANG
202310;28/10/2023;DKI4;81;122;29;26;22;22;122;PM25;TIDAK SEHAT
202310;28/10/2023;DKI5;62;74;30;17;53;19;74;PM25;SEDANG
202310;29/10/2023;DKI2;74;92;23;8;40;21;92;PM25;SEDANG
202310;29/10/2023;DKI3;63;47;55;8;28;48;63;PM10;SEDANG
202310;29/10/2023;DKI1;65;94;47;7;36;26;94;PM25;SEDANG
202310;29/10/2023;DKI4;94;150;30;20;25;16;150;PM25;TIDAK SEHAT
202310;29/10/2023;DKI5;57;70;31;17;54;16;70;PM25;SEDANG
202310;30/10/2023;DKI2;65;86;20;8;43;21;86;PM25;SEDANG
202310;30/10/2023;DKI3;60;45;55;6;36;38;60;PM10;SEDANG
202310;30/10/2023;DKI1;59;83;45;6;40;29;83;PM25;SEDANG
202310;30/10/2023;DKI4;92;108;32;22;28;20;108;PM25;TIDAK SEHAT
202310;30/10/2023;DKI5;56;69;30;17;58;15;69;PM25;SEDANG
202310;31/10/2023;DKI2;73;96;21;8;44;25;96;PM25;SEDANG
202310;31/10/2023;DKI3;66;45;22;25;40;33;66;PM10;SEDANG
202310;31/10/2023;DKI1;67;95;45;5;48;33;95;PM25;SEDANG
202310;31/10/2023;DKI4;81;108;29;22;33;20;108;PM25;TIDAK SEHAT
202310;31/10/2023;DKI5;64;-;31;17;61;17;64;PM10;SEDANG
202311;01/11/2023;DKI1;61;86;42;8;38;41;86;PM25;SEDANG
202311;01/11/2023;DKI2;70;88;25;10;33;34;88;PM25;SEDANG
202311;01/11/2023;DKI3;59;70;55;2;33;3;70;PM25;SEDANG
202311;01/11/2023;DKI4;80;104;34;24;24;27;104;PM25;TIDAK SEHAT
202311;01/11/2023;DKI5;59;101;31;20;52;21;101;PM25;TIDAK SEHAT
202311;02/11/2023;DKI1;58;84;42;6;35;38;84;PM25;SEDANG
202311;02/11/2023;DKI2;62;85;20;13;39;35;85;PM25;SEDANG
202311;02/11/2023;DKI3;55;68;55;1;33;4;68;PM25;SEDANG
202311;02/11/2023;DKI4;80;109;29;31;27;26;109;PM25;TIDAK SEHAT
202311;02/11/2023;DKI5;59;100;31;22;54;23;100;PM25;SEDANG
202311;03/11/2023;DKI1;64;89;43;9;39;37;89;PM25;SEDANG
202311;03/11/2023;DKI2;69;98;22;15;32;45;98;PM25;SEDANG
202311;03/11/2023;DKI3;63;72;55;1;35;4;72;PM25;SEDANG
202311;03/11/2023;DKI4;82;108;29;34;24;28;108;PM25;TIDAK SEHAT
202311;03/11/2023;DKI5;59;101;32;22;49;22;101;PM25;TIDAK SEHAT
202311;04/11/2023;DKI1;68;97;45;8;33;41;97;PM25;SEDANG
202311;04/11/2023;DKI2;70;102;29;14;29;44;102;PM25;TIDAK SEHAT
202311;04/11/2023;DKI3;63;75;55;2;31;6;75;PM25;SEDANG
202311;04/11/2023;DKI4;89;124;30;32;19;27;124;PM25;TIDAK SEHAT
202311;04/11/2023;DKI5;64;102;33;25;43;28;102;PM25;TIDAK SEHAT
202311;05/11/2023;DKI1;51;63;44;8;40;29;63;PM25;SEDANG
202311;05/11/2023;DKI2;56;66;24;8;30;24;66;PM25;SEDANG
202311;05/11/2023;DKI3;45;51;54;2;22;2;54;SO2;SEDANG
202311;05/11/2023;DKI4;59;74;28;22;15;16;74;PM25;SEDANG
202311;05/11/2023;DKI5;46;68;31;19;40;20;68;PM25;SEDANG
202311;06/11/2023;DKI1;53;73;43;8;34;29;73;PM25;SEDANG
202311;06/11/2023;DKI2;60;77;20;15;23;32;77;PM25;SEDANG
202311;06/11/2023;DKI3;44;60;54;-;17;5;60;PM25;SEDANG
202311;06/11/2023;DKI4;67;92;30;43;-;19;92;PM25;SEDANG
202311;06/11/2023;DKI5;53;86;31;24;33;22;86;PM25;SEDANG
202311;07/11/2023;DKI1;60;85;43;7;37;30;85;PM25;SEDANG
202311;07/11/2023;DKI2;61;83;19;9;28;25;83;PM25;SEDANG
202311;07/11/2023;DKI3;68;84;54;-;28;4;84;PM25;SEDANG
202311;07/11/2023;DKI4;71;107;29;26;18;19;107;PM25;TIDAK SEHAT
202311;07/11/2023;DKI5;54;88;33;18;40;18;88;PM25;SEDANG
202311;08/11/2023;DKI1;55;74;41;6;40;25;74;PM25;SEDANG
202311;08/11/2023;DKI2;56;75;18;6;33;19;75;PM25;SEDANG
202311;08/11/2023;DKI3;64;75;55;11;26;5;75;PM25;SEDANG
202311;08/11/2023;DKI4;66;92;29;21;18;18;92;PM25;SEDANG
202311;08/11/2023;DKI5;51;80;31;15;42;11;80;PM25;SEDANG
202311;09/11/2023;DKI1;61;89;44;6;46;30;89;PM25;SEDANG
202311;09/11/2023;DKI2;66;96;20;8;36;23;96;PM25;SEDANG
202311;09/11/2023;DKI3;62;72;56;12;35;3;72;PM25;SEDANG
202311;09/11/2023;DKI4;73;109;30;20;24;19;109;PM25;TIDAK SEHAT
202311;09/11/2023;DKI5;55;89;33;16;51;14;89;PM25;SEDANG
202311;10/11/2023;DKI1;64;107;44;8;41;33;107;PM25;TIDAK SEHAT
202311;10/11/2023;DKI2;74;104;22;11;36;32;104;PM25;TIDAK SEHAT
202311;10/11/2023;DKI3;63;70;55;12;35;5;70;PM25;SEDANG
202311;10/11/2023;DKI4;78;109;30;27;27;24;109;PM25;TIDAK SEHAT
202311;10/11/2023;DKI5;58;93;33;17;60;15;93;PM25;SEDANG
202311;11/11/2023;DKI1;64;89;39;15;35;30;89;PM25;SEDANG
202311;11/11/2023;DKI2;67;89;19;9;42;29;89;PM25;SEDANG
202311;11/11/2023;DKI3;63;64;54;10;26;8;64;PM25;SEDANG
202311;11/11/2023;DKI4;67;90;28;23;24;17;90;PM25;SEDANG
202311;11/11/2023;DKI5;58;91;32;18;57;17;91;PM25;SEDANG
202311;12/11/2023;DKI1;57;79;42;16;45;25;79;PM25;SEDANG
202311;12/11/2023;DKI2;68;90;22;10;37;27;90;PM25;SEDANG
202311;12/11/2023;DKI3;53;56;53;12;30;6;56;PM25;SEDANG
202311;12/11/2023;DKI4;65;93;30;21;23;15;93;PM25;SEDANG
202311;12/11/2023;DKI5;52;79;31;17;45;14;79;PM25;SEDANG
202311;13/11/2023;DKI1;58;81;43;18;36;29;81;PM25;SEDANG
202311;13/11/2023;DKI2;72;94;24;12;29;33;94;PM25;SEDANG
202311;13/11/2023;DKI3;52;59;54;13;27;10;59;PM25;SEDANG
202311;13/11/2023;DKI4;-;-;-;-;-;-;0;;TIDAK ADA DATA
202311;13/11/2023;DKI5;53;85;32;21;38;17;85;PM25;SEDANG
202311;14/11/2023;DKI1;57;79;43;16;34;26;79;PM25;SEDANG
202311;14/11/2023;DKI2;63;79;22;7;31;21;79;PM25;SEDANG
202311;14/11/2023;DKI3;52;64;55;12;27;9;64;PM25;SEDANG
202311;14/11/2023;DKI4;75;109;30;22;19;16;109;PM25;TIDAK SEHAT
202311;14/11/2023;DKI5;51;78;31;17;41;16;78;PM25;SEDANG
202311;15/11/2023;DKI1;47;66;40;16;38;30;66;PM25;SEDANG
202311;15/11/2023;DKI2;50;67;22;8;32;24;67;PM25;SEDANG
202311;15/11/2023;DKI3;41;62;55;12;25;7;62;PM25;SEDANG
202311;15/11/2023;DKI4;55;79;29;20;15;15;79;PM25;SEDANG
202311;15/11/2023;DKI5;39;64;31;18;49;16;64;PM25;SEDANG
202311;16/11/2023;DKI1;57;81;42;16;41;37;81;PM25;SEDANG
202311;16/11/2023;DKI2;-;82;-;-;-;-;82;PM25;SEDANG
202311;16/11/2023;DKI3;52;78;56;13;31;12;78;PM25;SEDANG
202311;16/11/2023;DKI4;63;95;30;25;21;26;95;PM25;SEDANG
202311;16/11/2023;DKI5;51;78;33;19;52;19;78;PM25;SEDANG
202311;17/11/2023;DKI1;52;75;41;16;40;36;75;PM25;SEDANG
202311;17/11/2023;DKI2;59;81;19;13;40;39;81;PM25;SEDANG
202311;17/11/2023;DKI3;51;72;55;14;32;12;72;PM25;SEDANG
202311;17/11/2023;DKI4;65;87;30;27;25;28;87;PM25;SEDANG
202311;17/11/2023;DKI5;52;78;31;19;50;17;78;PM25;SEDANG
202311;18/11/2023;DKI1;53;120;41;14;34;31;120;PM25;TIDAK SEHAT
202311;18/11/2023;DKI2;54;73;18;9;35;31;73;PM25;SEDANG
202311;18/11/2023;DKI3;51;76;55;12;23;10;76;PM25;SEDANG
202311;18/11/2023;DKI4;60;-;31;22;14;27;60;PM10;SEDANG
202311;18/11/2023;DKI5;54;82;31;18;49;16;82;PM25;SEDANG
202311;19/11/2023;DKI1;54;80;43;16;32;24;80;PM25;SEDANG
202311;19/11/2023;DKI2;57;75;21;10;32;28;75;PM25;SEDANG
202311;19/11/2023;DKI3;45;68;55;13;27;10;68;PM25;SEDANG
202311;19/11/2023;DKI4;56;-;29;22;20;18;56;PM10;SEDANG
202311;19/11/2023;DKI5;47;72;31;19;51;17;72;PM25;SEDANG
202311;20/11/2023;DKI1;52;75;43;15;39;24;75;PM25;SEDANG
202311;20/11/2023;DKI2;52;68;21;5;36;18;68;PM25;SEDANG
202311;20/11/2023;DKI3;48;66;55;11;29;8;66;PM25;SEDANG
202311;20/11/2023;DKI4;63;-;30;14;22;12;63;PM10;SEDANG
202311;20/11/2023;DKI5;46;71;30;13;81;12;81;O3;SEDANG
202311;21/11/2023;DKI1;57;87;44;15;36;30;87;PM25;SEDANG
202311;21/11/2023;DKI2;55;81;21;7;36;25;81;PM25;SEDANG
202311;21/11/2023;DKI3;50;73;55;12;25;13;73;PM25;SEDANG
202311;21/11/2023;DKI4;59;89;30;18;19;18;89;PM25;SEDANG
202311;21/11/2023;DKI5;53;83;32;15;65;15;83;PM25;SEDANG
202311;22/11/2023;DKI1;50;69;42;13;43;30;69;PM25;SEDANG
202311;22/11/2023;DKI2;50;63;19;7;46;23;63;PM25;SEDANG
202311;22/11/2023;DKI3;44;63;55;13;32;10;63;PM25;SEDANG
202311;22/11/2023;DKI4;58;74;30;19;24;19;74;PM25;SEDANG
202311;22/11/2023;DKI5;40;67;31;14;71;10;71;O3;SEDANG
202311;23/11/2023;DKI1;56;93;44;11;38;30;93;PM25;SEDANG
202311;23/11/2023;DKI2;59;84;32;8;36;27;84;PM25;SEDANG
202311;23/11/2023;DKI3;51;82;56;14;31;16;82;PM25;SEDANG
202311;23/11/2023;DKI4;67;75;31;21;21;22;75;PM25;SEDANG
202311;23/11/2023;DKI5;52;85;34;16;62;16;85;PM25;SEDANG
202311;24/11/2023;DKI1;70;101;44;11;33;38;101;PM25;TIDAK SEHAT
202311;24/11/2023;DKI2;72;99;33;14;29;47;99;PM25;SEDANG
202311;24/11/2023;DKI3;66;101;55;12;22;21;101;PM25;TIDAK SEHAT
202311;24/11/2023;DKI4;83;82;29;41;20;29;83;PM10;SEDANG
202311;24/11/2023;DKI5;71;112;36;23;54;26;112;PM25;TIDAK SEHAT
202311;25/11/2023;DKI1;65;83;43;14;4;29;83;PM25;SEDANG
202311;25/11/2023;DKI2;60;72;33;13;19;37;72;PM25;SEDANG
202311;25/11/2023;DKI3;56;75;56;12;16;15;75;PM25;SEDANG
202311;25/11/2023;DKI4;63;54;29;25;15;21;63;PM10;SEDANG
202311;25/11/2023;DKI5;63;101;33;20;49;22;101;PM25;TIDAK SEHAT
202311;26/11/2023;DKI1;55;75;43;15;15;25;75;PM25;SEDANG
202311;26/11/2023;DKI2;52;68;32;15;24;33;68;PM25;SEDANG
202311;26/11/2023;DKI3;46;62;56;13;19;16;62;PM25;SEDANG
202311;26/11/2023;DKI4;55;33;30;28;17;19;55;PM10;SEDANG
202311;26/11/2023;DKI5;48;71;33;21;44;20;71;PM25;SEDANG
202311;27/11/2023;DKI1;58;76;43;14;31;26;76;PM25;SEDANG
202311;27/11/2023;DKI2;56;68;33;6;34;23;68;PM25;SEDANG
202311;27/11/2023;DKI3;54;77;56;13;27;16;77;PM25;SEDANG
202311;27/11/2023;DKI4;67;57;31;19;24;20;67;PM10;SEDANG
202311;27/11/2023;DKI5;51;76;32;18;53;19;76;PM25;SEDANG
202311;28/11/2023;DKI1;62;96;45;15;29;34;96;PM25;SEDANG
202311;28/11/2023;DKI2;54;73;32;10;26;31;73;PM25;SEDANG
202311;28/11/2023;DKI3;55;80;57;13;24;14;80;PM25;SEDANG
202311;28/11/2023;DKI4;60;-;30;22;17;23;60;PM10;SEDANG
202311;28/11/2023;DKI5;56;88;33;20;48;21;88;PM25;SEDANG
202311;29/11/2023;DKI1;58;82;44;11;31;26;82;PM25;SEDANG
202311;29/11/2023;DKI2;62;78;36;7;28;24;78;PM25;SEDANG
202311;29/11/2023;DKI3;56;44;56;13;18;12;56;PM10;SEDANG
202311;29/11/2023;DKI4;71;105;30;19;22;14;105;PM25;TIDAK SEHAT
202311;29/11/2023;DKI5;56;88;32;18;56;18;88;PM25;SEDANG
202311;30/11/2023;DKI1;38;67;43;12;34;34;67;PM25;SEDANG
202311;30/11/2023;DKI2;38;59;32;8;33;26;59;PM25;SEDANG
202311;30/11/2023;DKI3;37;43;55;13;21;8;55;SO2;SEDANG
202311;30/11/2023;DKI4;46;67;29;18;23;17;67;PM25;SEDANG
202311;30/11/2023;DKI5;30;57;32;15;61;17;61;O3;SEDANG
202312;01/12/2023;DKI1;54;73;36;12;22;13;73;PM25;SEDANG
202312;01/12/2023;DKI2;59;74;46;15;50;31;74;PM25;SEDANG
202312;01/12/2023;DKI3;53;81;42;9;24;12;81;PM25;SEDANG
202312;01/12/2023;DKI4;64;93;52;7;27;19;93;PM25;SEDANG
202312;01/12/2023;DKI5;52;-;18;17;27;5;52;PM10;SEDANG
202312;02/12/2023;DKI1;53;67;39;11;14;12;67;PM25;SEDANG
202312;02/12/2023;DKI2;55;67;51;14;42;30;67;PM25;SEDANG
202312;02/12/2023;DKI3;55;92;43;11;24;13;92;PM25;SEDANG
202312;02/12/2023;DKI4;60;94;52;9;20;18;94;PM25;SEDANG
202312;02/12/2023;DKI5;48;-;20;18;21;5;48;PM10;BAIK
202312;03/12/2023;DKI1;60;76;38;10;22;12;76;PM25;SEDANG
202312;03/12/2023;DKI2;56;73;50;15;49;31;73;PM25;SEDANG
202312;03/12/2023;DKI3;54;74;47;8;29;11;74;PM25;SEDANG
202312;03/12/2023;DKI4;55;100;52;7;26;17;100;PM25;SEDANG
202312;03/12/2023;DKI5;49;-;20;16;32;5;49;PM10;BAIK
202312;04/12/2023;DKI1;58;76;35;13;20;12;76;PM25;SEDANG
202312;04/12/2023;DKI2;58;70;50;19;45;34;70;PM25;SEDANG
202312;04/12/2023;DKI3;44;71;43;10;24;12;71;PM25;SEDANG
202312;04/12/2023;DKI4;65;95;52;9;18;14;95;PM25;SEDANG
202312;04/12/2023;DKI5;54;-;18;19;28;5;54;PM10;SEDANG
202312;05/12/2023;DKI1;54;74;35;10;20;12;74;PM25;SEDANG
202312;05/12/2023;DKI2;61;81;52;19;48;33;81;PM25;SEDANG
202312;05/12/2023;DKI3;45;76;45;9;29;10;76;PM25;SEDANG
202312;05/12/2023;DKI4;74;117;52;9;21;13;117;PM25;TIDAK SEHAT
202312;05/12/2023;DKI5;53;-;17;17;32;5;53;PM10;SEDANG
202312;06/12/2023;DKI1;58;79;35;14;13;13;79;PM25;SEDANG
202312;06/12/2023;DKI2;66;86;49;24;41;44;86;PM25;SEDANG
202312;06/12/2023;DKI3;51;81;45;10;28;12;81;PM25;SEDANG
202312;06/12/2023;DKI4;70;107;-;-;-;-;107;PM25;TIDAK SEHAT
202312;06/12/2023;DKI5;55;-;16;18;24;5;55;PM10;SEDANG
202312;07/12/2023;DKI1;48;68;34;11;18;12;68;PM25;SEDANG
202312;07/12/2023;DKI2;51;68;49;21;37;40;68;PM25;SEDANG
202312;07/12/2023;DKI3;45;72;45;10;27;13;72;PM25;SEDANG
202312;07/12/2023;DKI4;53;88;52;11;13;18;88;PM25;SEDANG
202312;07/12/2023;DKI5;48;-;17;18;21;5;48;PM10;BAIK
202312;08/12/2023;DKI1;51;62;33;9;24;11;62;PM25;SEDANG
202312;08/12/2023;DKI2;40;63;43;16;47;35;63;PM25;SEDANG
202312;08/12/2023;DKI3;51;75;44;8;32;9;75;PM25;SEDANG
202312;08/12/2023;DKI4;50;85;52;6;25;18;85;PM25;SEDANG
202312;08/12/2023;DKI5;41;58;17;9;34;2;58;PM25;SEDANG
202312;09/12/2023;DKI1;58;73;34;12;18;14;73;PM25;SEDANG
202312;09/12/2023;DKI2;54;69;51;18;31;41;69;PM25;SEDANG
202312;09/12/2023;DKI3;59;94;48;10;25;12;94;PM25;SEDANG
202312;09/12/2023;DKI4;54;91;51;10;12;18;91;PM25;SEDANG
202312;09/12/2023;DKI5;52;69;21;21;18;8;69;PM25;SEDANG
202312;10/12/2023;DKI1;28;42;30;9;13;7;42;PM25;BAIK
202312;10/12/2023;DKI2;-;61;50;27;29;35;61;PM25;SEDANG
202312;10/12/2023;DKI3;35;54;43;9;13;6;54;PM25;SEDANG
202312;10/12/2023;DKI4;42;72;52;8;10;11;72;PM25;SEDANG
202312;10/12/2023;DKI5;36;53;16;18;10;-;53;PM25;SEDANG
202312;11/12/2023;DKI1;43;61;31;14;23;8;61;PM25;SEDANG
202312;11/12/2023;DKI2;43;61;44;20;31;32;61;PM25;SEDANG
202312;11/12/2023;DKI3;44;68;44;8;15;9;68;PM25;SEDANG
202312;11/12/2023;DKI4;44;72;52;6;10;16;72;PM25;SEDANG
202312;11/12/2023;DKI5;28;45;17;9;18;-;45;PM25;BAIK
202312;12/12/2023;DKI1;25;43;30;6;16;6;43;PM25;BAIK
202312;12/12/2023;DKI2;24;38;41;10;32;22;41;SO2;BAIK
202312;12/12/2023;DKI3;32;57;45;5;18;4;57;PM25;SEDANG
202312;12/12/2023;DKI4;37;62;51;3;16;10;62;PM25;SEDANG
202312;12/12/2023;DKI5;18;27;16;7;22;-;27;PM25;BAIK
202312;13/12/2023;DKI1;29;35;30;7;13;5;35;PM25;BAIK
202312;13/12/2023;DKI2;26;37;43;13;28;23;43;SO2;BAIK
202312;13/12/2023;DKI3;45;71;48;9;13;7;71;PM25;SEDANG
202312;13/12/2023;DKI4;47;67;51;6;8;15;67;PM25;SEDANG
202312;13/12/2023;DKI5;20;26;15;8;16;-;26;PM25;BAIK
202312;14/12/2023;DKI1;27;32;31;6;12;5;32;PM25;BAIK
202312;14/12/2023;DKI2;25;36;41;10;30;17;41;SO2;BAIK
202312;14/12/2023;DKI3;46;71;48;8;11;7;71;PM25;SEDANG
202312;14/12/2023;DKI4;39;66;51;5;8;12;66;PM25;SEDANG
202312;14/12/2023;DKI5;18;25;16;6;17;-;25;PM25;BAIK
202312;15/12/2023;DKI1;27;39;32;5;21;5;39;PM25;BAIK
202312;15/12/2023;DKI2;28;44;45;10;29;23;45;SO2;BAIK
202312;15/12/2023;DKI3;28;53;48;5;15;4;53;PM25;SEDANG
202312;15/12/2023;DKI4;27;60;52;1;13;8;60;PM25;SEDANG
202312;15/12/2023;DKI5;22;33;18;6;19;-;33;PM25;BAIK
202312;16/12/2023;DKI1;46;63;36;8;14;7;63;PM25;SEDANG
202312;16/12/2023;DKI2;49;61;52;12;28;30;61;PM25;SEDANG
202312;16/12/2023;DKI3;46;73;50;8;14;7;73;PM25;SEDANG
202312;16/12/2023;DKI4;56;83;52;5;14;13;83;PM25;SEDANG
202312;16/12/2023;DKI5;31;51;23;11;18;1;51;PM25;SEDANG
202312;17/12/2023;DKI1;59;78;30;19;29;9;78;PM25;SEDANG
202312;17/12/2023;DKI2;-;84;52;29;38;45;84;PM25;SEDANG
202312;17/12/2023;DKI3;54;81;49;17;12;-;81;PM25;SEDANG
202312;17/12/2023;DKI4;65;98;52;14;13;15;98;PM25;SEDANG
